provider_state,city,avg_charges,msdrg_total_count,cost_per_treatment,latitude,longitude,name,type
CA,Chico,"67,609,408.91","1,014.00","66,675.95",36.778261,-119.417932,California,inpatients
CA,Contra Costa County,"157,836,722.90","1,443.00","109,380.96",36.778261,-119.417932,California,inpatients
CA,Fresno,"79,853,791.40","1,563.00","51,090.08",36.778261,-119.417932,California,inpatients
CA,Los Angeles,"1,145,654,920.00","14,680.00","78,041.89",36.778261,-119.417932,California,inpatients
CA,Medford,"3,265,415.13",98,"33,320.56",36.778261,-119.417932,California,inpatients
CA,Modesto,"146,454,263.60","1,527.00","95,909.80",36.778261,-119.417932,California,inpatients
CA,Napa,"46,172,854.91",572,"80,721.77",36.778261,-119.417932,California,inpatients
CA,Orange County,"274,310,414.10","4,005.00","68,491.99",36.778261,-119.417932,California,inpatients
CA,Palm Springs/Rancho M,"72,646,893.81",832,"87,315.98",36.778261,-119.417932,California,inpatients
CA,Phoenix,"690,828.94",21,"32,896.62",36.778261,-119.417932,California,inpatients
CA,Redding,"65,255,545.62",966,"67,552.32",36.778261,-119.417932,California,inpatients
CA,Sacramento,"308,630,490.40","3,881.00","79,523.45",36.778261,-119.417932,California,inpatients
CA,Salinas,"57,608,315.47",722,"79,789.91",36.778261,-119.417932,California,inpatients
CA,San Bernardino,"195,981,001.20","3,213.00","60,996.27",36.778261,-119.417932,California,inpatients
CA,San Diego,"341,080,459.50","5,096.00","66,931.02",36.778261,-119.417932,California,inpatients
CA,San Francisco,"217,306,502.20","2,312.00","93,990.70",36.778261,-119.417932,California,inpatients
CA,San Jose,"188,042,476.30","1,751.00","107,391.48",36.778261,-119.417932,California,inpatients
CA,San Luis Obispo,"37,885,690.50",538,"70,419.50",36.778261,-119.417932,California,inpatients
CA,San Mateo County,"164,794,859.80","1,242.00","132,685.07",36.778261,-119.417932,California,inpatients
CA,Santa Barbara,"42,537,294.07",777,"54,745.55",36.778261,-119.417932,California,inpatients
CA,Santa Cruz,"41,298,847.58",458,"90,172.16",36.778261,-119.417932,California,inpatients
CA,Santa Rosa,"54,202,421.40",682,"79,475.69",36.778261,-119.417932,California,inpatients
CA,Stockton,"69,294,681.94",832,"83,286.88",36.778261,-119.417932,California,inpatients
CA,Ventura,"111,778,338.00","1,430.00","78,166.67",36.778261,-119.417932,California,inpatients
CO,Albuquerque,"4,618,285.00",141,"32,753.79",39.550051,-105.782067,Colorado,inpatients
CO,Boulder,"25,573,650.42",547,"46,752.56",39.550051,-105.782067,Colorado,inpatients
CO,Colorado Springs,"42,557,607.23","1,022.00","41,641.49",39.550051,-105.782067,Colorado,inpatients
CO,Denver,"227,289,463.80","3,589.00","63,329.47",39.550051,-105.782067,Colorado,inpatients
CO,Fort Collins,"10,422,654.38",315,"33,087.79",39.550051,-105.782067,Colorado,inpatients
CO,Grand Junction,"21,817,585.04",655,"33,309.29",39.550051,-105.782067,Colorado,inpatients
CO,Greeley,"34,044,801.62",889,"38,295.61",39.550051,-105.782067,Colorado,inpatients
CO,Pueblo,"26,717,236.46",555,"48,139.16",39.550051,-105.782067,Colorado,inpatients
CT,Bridgeport,"78,150,415.13","1,734.00","45,069.44",41.603221,-73.087749,Connecticut,inpatients
CT,Hartford,"110,850,849.20","3,609.00","30,715.11",41.603221,-73.087749,Connecticut,inpatients
CT,New Haven,"119,122,001.40","2,999.00","39,720.57",41.603221,-73.087749,Connecticut,inpatients
DC,Washington,"105,237,116.00","2,083.00","50,521.90",38.905985,-77.033418,District of Columbia,inpatients
DE,Salisbury,"23,399,626.11",751,"31,157.96",38.910832,-75.52767,Delaware,inpatients
DE,Wilmington,"38,307,705.08","1,216.00","31,503.05",38.910832,-75.52767,Delaware,inpatients
FL,Bradenton,"50,084,002.59",971,"51,579.82",27.664827,-81.515754,Florida,inpatients
FL,Clearwater,"77,248,494.80","1,594.00","48,462.04",27.664827,-81.515754,Florida,inpatients
FL,Dothan,"1,962,289.93",131,"14,979.31",27.664827,-81.515754,Florida,inpatients
FL,Fort Lauderdale,"389,271,955.80","6,885.00","56,539.14",27.664827,-81.515754,Florida,inpatients
FL,Fort Myers,"178,022,842.80","3,415.00","52,129.68",27.664827,-81.515754,Florida,inpatients
FL,Gainesville,"82,829,028.50","1,648.00","50,260.33",27.664827,-81.515754,Florida,inpatients
FL,Hudson,"113,391,657.20","1,650.00","68,722.22",27.664827,-81.515754,Florida,inpatients
FL,Jacksonville,"194,102,196.40","3,636.00","53,383.44",27.664827,-81.515754,Florida,inpatients
FL,Lakeland,"35,495,660.26",802,"44,258.93",27.664827,-81.515754,Florida,inpatients
FL,Miami,"382,084,047.40","6,047.00","63,185.72",27.664827,-81.515754,Florida,inpatients
FL,Ocala,"75,412,559.20","1,553.00","48,559.28",27.664827,-81.515754,Florida,inpatients
FL,Orlando,"429,810,591.80","8,777.00","48,970.10",27.664827,-81.515754,Florida,inpatients
FL,Ormond Beach,"38,862,022.45","1,188.00","32,712.14",27.664827,-81.515754,Florida,inpatients
FL,Panama City,"38,372,606.69",742,"51,715.10",27.664827,-81.515754,Florida,inpatients
FL,Pensacola,"129,021,128.90","2,503.00","51,546.60",27.664827,-81.515754,Florida,inpatients
FL,Sarasota,"73,251,440.45","1,470.00","49,830.91",27.664827,-81.515754,Florida,inpatients
FL,St. Petersburg,"88,519,636.15","1,418.00","62,425.70",27.664827,-81.515754,Florida,inpatients
FL,Tallahassee,"32,775,527.53",769,"42,620.97",27.664827,-81.515754,Florida,inpatients
FL,Tampa,"178,828,059.90","2,887.00","61,942.52",27.664827,-81.515754,Florida,inpatients
GA,Albany,"17,517,492.66",546,"32,083.32",32.157435,-82.907123,Georgia,inpatients
GA,Atlanta,"423,546,447.80","10,694.00","39,605.99",32.157435,-82.907123,Georgia,inpatients
GA,Augusta,"52,523,092.83","1,256.00","41,817.75",32.157435,-82.907123,Georgia,inpatients
GA,Chattanooga,"2,115,522.47",91,"23,247.50",32.157435,-82.907123,Georgia,inpatients
GA,Columbus,"21,887,095.93",736,"29,737.90",32.157435,-82.907123,Georgia,inpatients
GA,Dothan,"487,196.68",37,"13,167.48",32.157435,-82.907123,Georgia,inpatients
GA,Jacksonville,"21,109,253.00",836,"25,250.30",32.157435,-82.907123,Georgia,inpatients
GA,Macon,"68,365,667.11","2,103.00","32,508.64",32.157435,-82.907123,Georgia,inpatients
GA,Rome,"33,586,250.97",840,"39,983.63",32.157435,-82.907123,Georgia,inpatients
GA,Savannah,"59,614,827.18","1,674.00","35,612.20",32.157435,-82.907123,Georgia,inpatients
GA,Tallahassee,"35,717,922.21","1,252.00","28,528.69",32.157435,-82.907123,Georgia,inpatients
HI,Honolulu,"62,473,447.39","1,723.00","36,258.53",19.898682,-155.665857,Hawaii,inpatients
IA,Cedar Rapids,"20,853,013.65",676,"30,847.65",41.878003,-93.097702,Iowa,inpatients
IA,Davenport,"25,052,711.77",963,"26,015.28",41.878003,-93.097702,Iowa,inpatients
IA,Des Moines,"65,211,402.56","1,954.00","33,373.29",41.878003,-93.097702,Iowa,inpatients
IA,Dubuque,"9,755,709.21",466,"20,935.00",41.878003,-93.097702,Iowa,inpatients
IA,Iowa City,"34,548,019.34","1,062.00","32,531.09",41.878003,-93.097702,Iowa,inpatients
IA,Mason City,"10,101,290.47",367,"27,523.95",41.878003,-93.097702,Iowa,inpatients
IA,Omaha,"10,921,087.61",366,"29,839.04",41.878003,-93.097702,Iowa,inpatients
IA,Sioux City,"13,164,407.19",511,"25,762.05",41.878003,-93.097702,Iowa,inpatients
IA,Sioux Falls,"2,153,151.89",130,"16,562.71",41.878003,-93.097702,Iowa,inpatients
IA,Waterloo,"13,712,089.36",572,"23,972.18",41.878003,-93.097702,Iowa,inpatients
ID,Boise,"34,961,148.75","1,185.00","29,503.08",44.068202,-114.742041,Idaho,inpatients
ID,Idaho Falls,"12,833,498.77",337,"38,081.60",44.068202,-114.742041,Idaho,inpatients
ID,Salt Lake City,"7,235,367.82",209,"34,618.98",44.068202,-114.742041,Idaho,inpatients
ID,Spokane,"14,644,278.45",502,"29,171.87",44.068202,-114.742041,Idaho,inpatients
IL,Aurora,"31,942,604.45",553,"57,762.40",40.633125,-89.398528,Illinois,inpatients
IL,Bloomington,"17,719,982.60",554,"31,985.53",40.633125,-89.398528,Illinois,inpatients
IL,Blue Island,"108,971,526.60","2,718.00","40,092.54",40.633125,-89.398528,Illinois,inpatients
IL,Chicago,"289,758,573.50","6,213.00","46,637.47",40.633125,-89.398528,Illinois,inpatients
IL,Davenport,"13,938,895.16",560,"24,890.88",40.633125,-89.398528,Illinois,inpatients
IL,Elgin,"76,863,683.49","1,702.00","45,160.80",40.633125,-89.398528,Illinois,inpatients
IL,Evanston,"92,331,805.82","2,166.00","42,627.80",40.633125,-89.398528,Illinois,inpatients
IL,Evansville,"2,990,003.38",174,"17,183.93",40.633125,-89.398528,Illinois,inpatients
IL,Hinsdale,"59,509,967.66","1,347.00","44,179.63",40.633125,-89.398528,Illinois,inpatients
IL,Joliet,"68,576,680.33","1,669.00","41,088.48",40.633125,-89.398528,Illinois,inpatients
IL,Melrose Park,"175,703,708.00","3,596.00","48,860.88",40.633125,-89.398528,Illinois,inpatients
IL,Milwaukee,"44,497,997.53",773,"57,565.33",40.633125,-89.398528,Illinois,inpatients
IL,Paducah,"12,834,397.89",198,"64,820.19",40.633125,-89.398528,Illinois,inpatients
IL,Peoria,"77,036,181.40","2,053.00","37,523.71",40.633125,-89.398528,Illinois,inpatients
IL,Rockford,"81,320,536.80","2,103.00","38,668.82",40.633125,-89.398528,Illinois,inpatients
IL,Springfield,"78,161,943.89","2,422.00","32,271.65",40.633125,-89.398528,Illinois,inpatients
IL,St. Louis,"82,715,288.22","2,796.00","29,583.44",40.633125,-89.398528,Illinois,inpatients
IL,Urbana,"43,455,344.04","1,142.00","38,051.97",40.633125,-89.398528,Illinois,inpatients
IN,Cincinnati,"3,207,438.14",168,"19,091.89",40.551217,-85.602364,Indiana,inpatients
IN,Evansville,"45,947,177.54","1,557.00","29,510.07",40.551217,-85.602364,Indiana,inpatients
IN,Fort Wayne,"60,968,691.43","1,499.00","40,672.91",40.551217,-85.602364,Indiana,inpatients
IN,Gary,"62,418,088.23","1,804.00","34,599.83",40.551217,-85.602364,Indiana,inpatients
IN,Indianapolis,"232,864,773.90","6,873.00","33,881.10",40.551217,-85.602364,Indiana,inpatients
IN,Lafayette,"25,361,597.03",665,"38,137.74",40.551217,-85.602364,Indiana,inpatients
IN,Louisville,"26,614,590.62","1,028.00","25,889.68",40.551217,-85.602364,Indiana,inpatients
IN,Muncie,"21,308,981.10",439,"48,539.82",40.551217,-85.602364,Indiana,inpatients
IN,Munster,"39,820,703.72","1,255.00","31,729.64",40.551217,-85.602364,Indiana,inpatients
IN,South Bend,"53,680,969.94","1,574.00","34,104.81",40.551217,-85.602364,Indiana,inpatients
IN,Terre Haute,"24,642,271.00",639,"38,563.80",40.551217,-85.602364,Indiana,inpatients
KS,Amarillo,"156,230.69",20,"7,811.53",39.011902,-98.484246,Kansas,inpatients
KS,Joplin,"5,621,057.81",223,"25,206.54",39.011902,-98.484246,Kansas,inpatients
KS,Kansas City,"111,671,578.50","2,515.00","44,402.22",39.011902,-98.484246,Kansas,inpatients
KS,Topeka,"36,612,756.77","1,101.00","33,254.09",39.011902,-98.484246,Kansas,inpatients
KS,Tulsa,"1,369,025.61",104,"13,163.71",39.011902,-98.484246,Kansas,inpatients
KS,Wichita,"106,679,316.90","2,807.00","38,004.74",39.011902,-98.484246,Kansas,inpatients
KY,Covington,"27,036,846.29",942,"28,701.54",37.839333,-84.270018,Kentucky,inpatients
KY,Evansville,"4,266,421.22",168,"25,395.36",37.839333,-84.270018,Kentucky,inpatients
KY,Huntington,"21,199,177.37",750,"28,265.57",37.839333,-84.270018,Kentucky,inpatients
KY,Knoxville,"2,867,307.07",210,"13,653.84",37.839333,-84.270018,Kentucky,inpatients
KY,Lexington,"167,759,632.70","5,083.00","33,004.06",37.839333,-84.270018,Kentucky,inpatients
KY,Louisville,"107,265,112.80","3,175.00","33,784.29",37.839333,-84.270018,Kentucky,inpatients
KY,Nashville,"25,871,134.97",938,"27,581.17",37.839333,-84.270018,Kentucky,inpatients
KY,Owensboro,"11,690,499.03",414,"28,237.92",37.839333,-84.270018,Kentucky,inpatients
KY,Paducah,"38,537,390.74","1,483.00","25,986.10",37.839333,-84.270018,Kentucky,inpatients
LA,Alexandria,"48,831,395.35","1,063.00","45,937.34",31.244823,-92.145024,Louisiana,inpatients
LA,Baton Rouge,"60,583,733.93","1,521.00","39,831.51",31.244823,-92.145024,Louisiana,inpatients
LA,Houma,"23,677,800.85",749,"31,612.55",31.244823,-92.145024,Louisiana,inpatients
LA,Lafayette,"67,963,295.09","2,038.00","33,348.03",31.244823,-92.145024,Louisiana,inpatients
LA,Lake Charles,"30,436,134.84",834,"36,494.17",31.244823,-92.145024,Louisiana,inpatients
LA,Metairie,"41,869,880.85","1,026.00","40,808.85",31.244823,-92.145024,Louisiana,inpatients
LA,Monroe,"33,147,302.76","1,052.00","31,508.84",31.244823,-92.145024,Louisiana,inpatients
LA,New Orleans,"60,161,642.66","1,242.00","48,439.33",31.244823,-92.145024,Louisiana,inpatients
LA,Shreveport,"64,734,119.70","2,073.00","31,227.26",31.244823,-92.145024,Louisiana,inpatients
LA,Slidell,"21,165,359.00",437,"48,433.32",31.244823,-92.145024,Louisiana,inpatients
MA,Albany,"7,130,309.72",371,"19,219.16",42.407211,-71.382437,Massachusetts,inpatients
MA,Boston,"320,933,083.80","12,678.00","25,314.17",42.407211,-71.382437,Massachusetts,inpatients
MA,Providence,"4,372,918.60",259,"16,883.86",42.407211,-71.382437,Massachusetts,inpatients
MA,Springfield,"35,324,337.79","1,814.00","19,473.17",42.407211,-71.382437,Massachusetts,inpatients
MA,Worcester,"37,249,401.54","1,479.00","25,185.53",42.407211,-71.382437,Massachusetts,inpatients
MD,Baltimore,"132,986,738.00","8,006.00","16,610.88",39.045755,-76.641271,Maryland,inpatients
MD,Morgantown,"883,739.64",92,"9,605.87",39.045755,-76.641271,Maryland,inpatients
MD,Salisbury,"8,964,673.31",669,"13,400.11",39.045755,-76.641271,Maryland,inpatients
MD,Takoma Park,"26,292,323.58","1,821.00","14,438.40",39.045755,-76.641271,Maryland,inpatients
MD,Washington,"47,773,927.75","3,763.00","12,695.70",39.045755,-76.641271,Maryland,inpatients
MD,Wilmington,"2,560,010.28",213,"12,018.83",39.045755,-76.641271,Maryland,inpatients
ME,Bangor,"22,932,294.77","1,013.00","22,638.00",45.253783,-69.445469,Maine,inpatients
ME,Portland,"59,601,734.66","2,513.00","23,717.36",45.253783,-69.445469,Maine,inpatients
MI,Ann Arbor,"94,270,645.90","2,954.00","31,912.88",44.314844,-85.602364,Michigan,inpatients
MI,Dearborn,"47,683,068.25","1,741.00","27,388.32",44.314844,-85.602364,Michigan,inpatients
MI,Detroit,"122,044,604.90","4,263.00","28,628.81",44.314844,-85.602364,Michigan,inpatients
MI,Flint,"48,262,446.03","1,432.00","33,702.83",44.314844,-85.602364,Michigan,inpatients
MI,Grand Rapids,"40,054,421.10","1,817.00","22,044.26",44.314844,-85.602364,Michigan,inpatients
MI,Green Bay,"2,564,498.13",145,"17,686.19",44.314844,-85.602364,Michigan,inpatients
MI,Kalamazoo,"47,047,943.79","1,679.00","28,021.41",44.314844,-85.602364,Michigan,inpatients
MI,Lansing,"41,404,546.05","1,431.00","28,933.99",44.314844,-85.602364,Michigan,inpatients
MI,Marquette,"7,821,023.14",342,"22,868.49",44.314844,-85.602364,Michigan,inpatients
MI,Muskegon,"11,490,786.93",567,"20,265.94",44.314844,-85.602364,Michigan,inpatients
MI,Petoskey,"11,095,207.73",521,"21,295.98",44.314844,-85.602364,Michigan,inpatients
MI,Pontiac,"23,178,193.77",911,"25,442.58",44.314844,-85.602364,Michigan,inpatients
MI,Royal Oak,"72,789,280.86","2,251.00","32,336.42",44.314844,-85.602364,Michigan,inpatients
MI,Saginaw,"57,426,854.02","2,098.00","27,372.19",44.314844,-85.602364,Michigan,inpatients
MI,St. Joseph,"9,475,290.37",436,"21,732.32",44.314844,-85.602364,Michigan,inpatients
MI,Toledo,"5,897,946.96",288,"20,478.98",44.314844,-85.602364,Michigan,inpatients
MI,Traverse City,"17,067,203.77",611,"27,933.23",44.314844,-85.602364,Michigan,inpatients
MN,Duluth,"24,365,563.53",799,"30,495.07",46.729553,-94.6859,Minnesota,inpatients
MN,Fargo/Moorhead MN,"6,790,811.25",341,"19,914.40",46.729553,-94.6859,Minnesota,inpatients
MN,La Crosse,"1,704,596.13",115,"14,822.58",46.729553,-94.6859,Minnesota,inpatients
MN,Minneapolis,"176,064,016.10","5,331.00","33,026.45",46.729553,-94.6859,Minnesota,inpatients
MN,Rochester,"33,098,723.62","1,029.00","32,165.91",46.729553,-94.6859,Minnesota,inpatients
MN,Sioux Falls,"413,994.43",28,"14,785.52",46.729553,-94.6859,Minnesota,inpatients
MN,St. Cloud,"18,233,864.80",488,"37,364.48",46.729553,-94.6859,Minnesota,inpatients
MN,St. Paul,"66,048,918.96","1,819.00","36,310.57",46.729553,-94.6859,Minnesota,inpatients
MO,Cape Girardeau,"44,085,629.34",985,"44,756.98",37.964253,-91.831833,Missouri,inpatients
MO,Columbia,"74,121,585.77","2,409.00","30,768.61",37.964253,-91.831833,Missouri,inpatients
MO,Jonesboro,"3,651,331.19",112,"32,601.17",37.964253,-91.831833,Missouri,inpatients
MO,Joplin,"28,230,109.66",778,"36,285.49",37.964253,-91.831833,Missouri,inpatients
MO,Kansas City,"168,146,146.10","4,024.00","41,785.82",37.964253,-91.831833,Missouri,inpatients
MO,Springfield,"53,983,429.72","1,654.00","32,638.11",37.964253,-91.831833,Missouri,inpatients
MO,St. Louis,"242,676,951.20","6,681.00","36,323.45",37.964253,-91.831833,Missouri,inpatients
MS,Birmingham,"716,406.94",51,"14,047.19",32.354668,-89.398528,Mississippi,inpatients
MS,Gulfport,"49,669,508.80",703,"70,653.64",32.354668,-89.398528,Mississippi,inpatients
MS,Hattiesburg,"36,016,056.18","1,080.00","33,348.20",32.354668,-89.398528,Mississippi,inpatients
MS,Jackson,"123,307,186.70","3,229.00","38,187.42",32.354668,-89.398528,Mississippi,inpatients
MS,Memphis,"45,704,574.44","1,431.00","31,938.91",32.354668,-89.398528,Mississippi,inpatients
MS,Meridian,"17,397,004.79",674,"25,811.58",32.354668,-89.398528,Mississippi,inpatients
MS,Mobile,"23,820,505.99",478,"49,833.69",32.354668,-89.398528,Mississippi,inpatients
MS,Oxford,"12,702,692.31",553,"22,970.51",32.354668,-89.398528,Mississippi,inpatients
MS,Slidell,"2,984,247.02",158,"18,887.64",32.354668,-89.398528,Mississippi,inpatients
MS,Tupelo,"33,940,509.49","1,298.00","26,148.31",32.354668,-89.398528,Mississippi,inpatients
MT,Billings,"24,541,589.23",951,"25,806.09",46.879682,-110.362566,Montana,inpatients
MT,Great Falls,"10,187,979.95",392,"25,989.74",46.879682,-110.362566,Montana,inpatients
MT,Missoula,"21,691,801.74",762,"28,466.93",46.879682,-110.362566,Montana,inpatients
NC,Asheville,"33,804,486.07","1,451.00","23,297.37",35.759573,-79.0193,North Carolina,inpatients
NC,Atlanta,"1,514,886.41",93,"16,289.10",35.759573,-79.0193,North Carolina,inpatients
NC,Charlotte,"158,982,229.00","4,897.00","32,465.23",35.759573,-79.0193,North Carolina,inpatients
NC,Durham,"114,721,473.90","3,314.00","34,617.22",35.759573,-79.0193,North Carolina,inpatients
NC,Greensboro,"18,360,065.75",832,"22,067.39",35.759573,-79.0193,North Carolina,inpatients
NC,Greenville,"65,413,447.67","2,349.00","27,847.36",35.759573,-79.0193,North Carolina,inpatients
NC,Hickory,"27,727,552.51",741,"37,419.10",35.759573,-79.0193,North Carolina,inpatients
NC,Johnson City,"3,688,842.04",178,"20,723.83",35.759573,-79.0193,North Carolina,inpatients
NC,Norfolk,"5,138,355.20",228,"22,536.65",35.759573,-79.0193,North Carolina,inpatients
NC,Raleigh,"123,970,003.00","3,842.00","32,267.05",35.759573,-79.0193,North Carolina,inpatients
NC,Wilmington,"25,617,512.08",951,"26,937.45",35.759573,-79.0193,North Carolina,inpatients
NC,Winston-Salem,"69,860,923.11","2,412.00","28,963.90",35.759573,-79.0193,North Carolina,inpatients
ND,Bismarck,"13,688,123.94",555,"24,663.29",47.551493,-101.002012,North Dakota,inpatients
ND,Fargo/Moorhead MN,"22,310,411.68",707,"31,556.45",47.551493,-101.002012,North Dakota,inpatients
ND,Grand Forks,"9,139,063.96",329,"27,778.31",47.551493,-101.002012,North Dakota,inpatients
ND,Minot,"5,413,278.42",248,"21,827.74",47.551493,-101.002012,North Dakota,inpatients
NE,Denver,"6,469,337.60",208,"31,102.58",41.492537,-99.901813,Nebraska,inpatients
NE,Lincoln,"36,521,990.23","1,216.00","30,034.53",41.492537,-99.901813,Nebraska,inpatients
NE,Omaha,"114,603,521.30","2,975.00","38,522.19",41.492537,-99.901813,Nebraska,inpatients
NH,Lebanon,"23,144,095.40",602,"38,445.34",43.193852,-71.572395,New Hampshire,inpatients
NH,Manchester,"75,759,304.72","2,406.00","31,487.66",43.193852,-71.572395,New Hampshire,inpatients
NH,Portland,"12,413,934.72",426,"29,140.69",43.193852,-71.572395,New Hampshire,inpatients
NJ,Allentown,"14,645,816.71",215,"68,120.08",40.058324,-74.405661,New Jersey,inpatients
NJ,Camden,"542,240,163.10","7,530.00","72,010.65",40.058324,-74.405661,New Jersey,inpatients
NJ,Hackensack,"166,166,413.90","2,213.00","75,086.50",40.058324,-74.405661,New Jersey,inpatients
NJ,Morristown,"113,269,864.30","1,838.00","61,626.69",40.058324,-74.405661,New Jersey,inpatients
NJ,New Brunswick,"202,614,525.80","2,364.00","85,708.34",40.058324,-74.405661,New Jersey,inpatients
NJ,Newark,"276,107,277.60","3,401.00","81,184.15",40.058324,-74.405661,New Jersey,inpatients
NJ,Paterson,"55,511,300.68",801,"69,302.50",40.058324,-74.405661,New Jersey,inpatients
NJ,Philadelphia,"136,073,797.20","1,641.00","82,921.27",40.058324,-74.405661,New Jersey,inpatients
NJ,Ridgewood,"28,519,515.09",511,"55,811.18",40.058324,-74.405661,New Jersey,inpatients
NJ,Wilmington,"8,826,837.66",198,"44,579.99",40.058324,-74.405661,New Jersey,inpatients
NM,Albuquerque,"86,334,681.23","2,503.00","34,492.48",34.97273,-105.032363,New Mexico,inpatients
NM,El Paso,"24,771,016.01",684,"36,214.94",34.97273,-105.032363,New Mexico,inpatients
NM,Lubbock,"11,408,141.16",361,"31,601.50",34.97273,-105.032363,New Mexico,inpatients
NV,Las Vegas,"292,164,652.10","3,570.00","81,838.84",38.80261,-116.419389,Nevada,inpatients
NV,Reno,"60,348,718.18","1,385.00","43,573.08",38.80261,-116.419389,Nevada,inpatients
NV,Salt Lake City,"2,205,455.74",68,"32,433.17",38.80261,-116.419389,Nevada,inpatients
NY,Albany,"141,649,435.10","4,344.00","32,608.07",43.299428,-74.217933,New York,inpatients
NY,Binghamton,"19,091,620.24",880,"21,695.02",43.299428,-74.217933,New York,inpatients
NY,Bronx,"67,799,775.81","1,764.00","38,435.25",43.299428,-74.217933,New York,inpatients
NY,Buffalo,"50,336,707.18","2,365.00","21,284.02",43.299428,-74.217933,New York,inpatients
NY,Burlington,"16,116,326.33",760,"21,205.69",43.299428,-74.217933,New York,inpatients
NY,East Long Island,"466,270,916.40","9,324.00","50,007.61",43.299428,-74.217933,New York,inpatients
NY,Elmira,"25,821,398.33","1,098.00","23,516.76",43.299428,-74.217933,New York,inpatients
NY,Erie,"2,491,339.17",182,"13,688.68",43.299428,-74.217933,New York,inpatients
NY,Hackensack,"15,087,256.77",325,"46,422.33",43.299428,-74.217933,New York,inpatients
NY,Manhattan,"387,283,657.20","7,977.00","48,550.04",43.299428,-74.217933,New York,inpatients
NY,Morristown,"5,038,496.09",142,"35,482.37",43.299428,-74.217933,New York,inpatients
NY,New Haven,"8,057,410.50",221,"36,458.87",43.299428,-74.217933,New York,inpatients
NY,Ridgewood,"24,059,096.78",462,"52,075.97",43.299428,-74.217933,New York,inpatients
NY,Rochester,"42,550,566.56","2,223.00","19,141.06",43.299428,-74.217933,New York,inpatients
NY,Sayre,"2,480,125.72",166,"14,940.52",43.299428,-74.217933,New York,inpatients
NY,Syracuse,"64,327,174.69","2,548.00","25,246.14",43.299428,-74.217933,New York,inpatients
NY,White Plains,"137,967,300.10","3,015.00","45,760.30",43.299428,-74.217933,New York,inpatients
OH,Akron,"58,641,383.61","1,491.00","39,330.24",40.417287,-82.907123,Ohio,inpatients
OH,Canton,"24,890,175.03","1,347.00","18,478.23",40.417287,-82.907123,Ohio,inpatients
OH,Cincinnati,"129,556,844.60","3,771.00","34,356.10",40.417287,-82.907123,Ohio,inpatients
OH,Cleveland,"217,772,468.60","6,503.00","33,488.00",40.417287,-82.907123,Ohio,inpatients
OH,Columbus,"181,315,029.50","6,054.00","29,949.62",40.417287,-82.907123,Ohio,inpatients
