provider_state,city,apc,apc_count,apc_total_payments,avg_pay_apc
AL, Birmingham,0605 - Level 2 Hospital Clinic Visits,56,3658.4612923100003,65.32966593410715
AL, Birmingham,0606 - Level 3 Hospital Clinic Visits,46,3975.35104348,86.42067485826087
AL, Birmingham,0607 - Level 4 Hospital Clinic Visits,44,5055.6141027,114.9003205159091
AL, Birmingham,0608 - Level 5 Hospital Clinic Visits,11,1681.7535902,152.8866900181818
AL, Birmingham,0633 - Level 3 Examinations & Related Services,1,289.7028571000001,289.7028571000001
AL, Birmingham,0634 - Hospital Clinic Visits,25,1985.8625223899999,79.4345008956
AL, Birmingham,0690 - Level I Electronic Analysis of Devices,9,278.67644271,30.96404919
AL, Birmingham,0692 - Level II Electronic Analysis of Devices,4,389.41692843,97.3542321075
AL, Birmingham,0698 - Level II Eye Tests & Treatments,1,66.1775,66.1775
AL, Columbus,0204 - Level I Nerve Injections,2,327.713005,163.8565025
AL, Columbus,0207 - Level III Nerve Injections,4,2018.7760033,504.694000825
AL, Columbus,0267 - Level III Diagnostic and Screening Ultrasound,4,589.0106593,147.252664825
AL, Columbus,0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,2,578.1619423,289.08097115
AL, Dothan,0012 - Level I Debridement & Destruction,2,47.2145098,23.6072549
AL, Dothan,0013 - Level II Debridement & Destruction,15,716.31771293,47.75451419533333
AL, Dothan,0015 - Level III Debridement & Destruction,7,656.3195410799999,93.75993443999998
AL, Dothan,0019 - Level I Excision/ Biopsy,7,1980.6156916999998,282.9450988142857
AL, Dothan,0020 - Level II Excision/ Biopsy,11,5606.3679443,509.6698131181818
AL, Dothan,0074 - Level IV Endoscopy Upper Airway,4,5627.258424,1406.814606
AL, Dothan,0078 - Level III Pulmonary Treatment,8,695.8587125199999,86.98233906499999
AL, Dothan,0096 - Level II Noninvasive Physiologic Studies,21,1997.0847558599999,95.09927408857142
AL, Dothan,0203 - Level IV Nerve Injections,1,1239.866,1239.866
AL, Dothan,0204 - Level I Nerve Injections,10,1532.9178358000001,153.29178358000001
AL, Dothan,0206 - Level II Nerve Injections,4,936.3245320999999,234.08113302499999
AL, Dothan,0207 - Level III Nerve Injections,16,7511.8702315,469.49188946875
AL, Dothan,"0209 - Level II Extended EEG, Sleep, and Cardiovascular Studies",11,7083.6462452999995,643.9678404818181
AL, Dothan,0265 - Level I Diagnostic and Screening Ultrasound,25,1495.6814890500002,59.82725956200001
AL, Dothan,0267 - Level III Diagnostic and Screening Ultrasound,27,3742.4865887000005,138.6106143962963
AL, Dothan,0269 - Level II Echocardiogram Without Contrast,27,9269.033309299999,343.29752997407405
AL, Dothan,0270 - Level III Echocardiogram Without Contrast,5,2500.5862524,500.11725048
AL, Dothan,0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,14,4009.0502042,286.36072887142853
AL, Dothan,0368 - Level II Pulmonary Tests,15,831.2516380999999,55.41677587333333
AL, Dothan,0369 - Level III Pulmonary Tests,2,333.1681818,166.5840909
AL, Dothan,0377 - Level II Cardiac Imaging,22,15250.5195626,693.2054346636364
AL, Dothan,0604 - Level 1 Hospital Clinic Visits,15,698.5859422399999,46.57239614933333
AL, Dothan,0605 - Level 2 Hospital Clinic Visits,6,382.33234434,63.72205739
AL, Dothan,0606 - Level 3 Hospital Clinic Visits,5,416.23448601999996,83.24689720399999
AL, Dothan,0607 - Level 4 Hospital Clinic Visits,5,558.4701478,111.69402955999999
AL, Dothan,0608 - Level 5 Hospital Clinic Visits,1,148.34064519999998,148.34064519999998
AL, Dothan,0634 - Hospital Clinic Visits,4,316.95304863,79.2382621575
AL, Dothan,0690 - Level I Electronic Analysis of Devices,1,30.47396226,30.47396226
AL, Dothan,0692 - Level II Electronic Analysis of Devices,7,678.19398974,96.88485567714285
AL, Huntsville,0013 - Level II Debridement & Destruction,7,410.13135912,58.59019416
AL, Huntsville,0015 - Level III Debridement & Destruction,7,697.71191992,99.67313141714286
AL, Huntsville,0019 - Level I Excision/ Biopsy,1,330.15,330.15
AL, Huntsville,0020 - Level II Excision/ Biopsy,9,4635.5156014,515.0572890444445
AL, Huntsville,0074 - Level IV Endoscopy Upper Airway,5,6932.441856,1386.4883712
AL, Huntsville,0078 - Level III Pulmonary Treatment,15,1377.03020385,91.80201358999999
AL, Huntsville,0096 - Level II Noninvasive Physiologic Studies,19,1892.09755034,99.58408159684211
AL, Huntsville,0203 - Level IV Nerve Injections,3,2752.6548300000004,917.5516100000001
AL, Huntsville,0204 - Level I Nerve Injections,8,1294.0006357,161.7500794625
AL, Huntsville,0206 - Level II Nerve Injections,3,718.2090991,239.40303303333334
AL, Huntsville,0207 - Level III Nerve Injections,17,8388.2384256,493.4257897411765
AL, Huntsville,"0209 - Level II Extended EEG, Sleep, and Cardiovascular Studies",17,11989.719091500001,705.2775936176471
AL, Huntsville,0265 - Level I Diagnostic and Screening Ultrasound,22,1337.8567699999999,60.81167136363636
AL, Huntsville,0267 - Level III Diagnostic and Screening Ultrasound,22,3152.1610726,143.28004875454545
AL, Huntsville,0269 - Level II Echocardiogram Without Contrast,22,7862.144723799997,357.37021471818167
AL, Huntsville,0270 - Level III Echocardiogram Without Contrast,6,3035.0882872999996,505.84804788333327
AL, Huntsville,0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,21,6494.448807,309.259467
AL, Huntsville,0368 - Level II Pulmonary Tests,13,735.4885709499999,56.57604391923076
AL, Huntsville,0369 - Level III Pulmonary Tests,1,195.57,195.57
AL, Huntsville,0377 - Level II Cardiac Imaging,22,15359.0408664,698.1382212
AL, Huntsville,0604 - Level 1 Hospital Clinic Visits,8,388.49338931999995,48.561673664999994
AL, Huntsville,0605 - Level 2 Hospital Clinic Visits,9,590.25945932,65.58438436888889
AL, Huntsville,0606 - Level 3 Hospital Clinic Visits,5,428.18283656,85.636567312
AL, Huntsville,0607 - Level 4 Hospital Clinic Visits,5,577.0262513,115.40525026
AL, Huntsville,0608 - Level 5 Hospital Clinic Visits,2,299.5226083,149.76130415
AL, Huntsville,0634 - Hospital Clinic Visits,4,328.03768167000004,82.00942041750001
AL, Huntsville,0690 - Level I Electronic Analysis of Devices,2,61.50142857,30.750714285
AL, Meridian,0267 - Level III Diagnostic and Screening Ultrasound,3,386.59,128.86333333333332
AL, Mobile,0013 - Level II Debridement & Destruction,17,932.89262186,54.87603658
AL, Mobile,0015 - Level III Debridement & Destruction,22,2134.6253064400003,97.02842302
AL, Mobile,0019 - Level I Excision/ Biopsy,2,478.1811688,239.0905844
AL, Mobile,0020 - Level II Excision/ Biopsy,14,6932.225726199998,495.15898044285694
AL, Mobile,0078 - Level III Pulmonary Treatment,13,1110.5345818700002,85.42573706692309
AL, Mobile,0096 - Level II Noninvasive Physiologic Studies,24,2320.54584404,96.68941016833332
AL, Mobile,0203 - Level IV Nerve Injections,6,5059.809220499999,843.3015367499999
AL, Mobile,0204 - Level I Nerve Injections,21,2993.42361221,142.54398153380953
AL, Mobile,0206 - Level II Nerve Injections,11,2607.5151596,237.0468326909091
AL, Mobile,0207 - Level III Nerve Injections,28,13028.6866837,465.31023870357143
AL, Mobile,"0209 - Level II Extended EEG, Sleep, and Cardiovascular Studies",24,15933.367825100002,663.8903260458334
AL, Mobile,0265 - Level I Diagnostic and Screening Ultrasound,38,2248.7629262500004,59.17797174342106
AL, Mobile,0267 - Level III Diagnostic and Screening Ultrasound,43,5911.502152500001,137.47679424418607
AL, Mobile,0269 - Level II Echocardiogram Without Contrast,39,13270.771271299998,340.2761864435897
AL, Mobile,0270 - Level III Echocardiogram Without Contrast,19,9245.1960915,486.58926797368423
AL, Mobile,0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,43,12141.635553699998,282.3636175279069
AL, Mobile,0368 - Level II Pulmonary Tests,15,831.7086220799999,55.447241471999995
AL, Mobile,0369 - Level III Pulmonary Tests,4,699.020625,174.75515625
AL, Mobile,0377 - Level II Cardiac Imaging,31,20715.2652268,668.2343621548387
AL, Mobile,0604 - Level 1 Hospital Clinic Visits,14,648.4976857300001,46.32126326642857
AL, Mobile,0605 - Level 2 Hospital Clinic Visits,10,632.28717046,63.228717046
AL, Mobile,0606 - Level 3 Hospital Clinic Visits,8,663.54508939,82.94313617375
AL, Mobile,0607 - Level 4 Hospital Clinic Visits,9,997.9121828000001,110.87913142222223
AL, Mobile,0608 - Level 5 Hospital Clinic Visits,3,452.37676919999996,150.79225639999999
AL, Mobile,0634 - Hospital Clinic Visits,4,308.72703117000003,77.18175779250001
AL, Mobile,0690 - Level I Electronic Analysis of Devices,2,61.15485294,30.57742647
AL, Montgomery,0012 - Level I Debridement & Destruction,1,44.14459184,44.14459184
AL, Montgomery,0013 - Level II Debridement & Destruction,8,459.311008,57.413876
AL, Montgomery,0015 - Level III Debridement & Destruction,8,776.0711647500001,97.00889559375001
AL, Montgomery,0020 - Level II Excision/ Biopsy,6,2995.5284764999997,499.25474608333326
AL, Montgomery,0078 - Level III Pulmonary Treatment,15,1362.89539353,90.859692902
AL, Montgomery,0096 - Level II Noninvasive Physiologic Studies,22,2124.19120932,96.55414587818181
AL, Montgomery,0204 - Level I Nerve Injections,4,640.7285227,160.182130675
AL, Montgomery,0206 - Level II Nerve Injections,7,1712.1109313000002,244.58727590000004
AL, Montgomery,0207 - Level III Nerve Injections,11,5242.4460022,476.5860002
AL, Montgomery,"0209 - Level II Extended EEG, Sleep, and Cardiovascular Studies",18,12404.0177093,689.1120949611111
AL, Montgomery,0265 - Level I Diagnostic and Screening Ultrasound,34,2048.2510828499994,60.242678907352925
AL, Montgomery,0267 - Level III Diagnostic and Screening Ultrasound,48,6706.8418767,139.72587243125
AL, Montgomery,0269 - Level II Echocardiogram Without Contrast,48,16562.893266299994,345.0602763812499
AL, Montgomery,0270 - Level III Echocardiogram Without Contrast,9,4469.8957981,496.6550886777778
AL, Montgomery,0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,37,10778.763327399996,291.3179277675675
AL, Montgomery,0368 - Level II Pulmonary Tests,16,906.90571202,56.68160700125
AL, Montgomery,0369 - Level III Pulmonary Tests,1,178.1425,178.1425
AL, Montgomery,0377 - Level II Cardiac Imaging,23,16055.068000000003,698.0464347826088
AL, Montgomery,0604 - Level 1 Hospital Clinic Visits,14,663.19155539,47.370825384999996
AL, Montgomery,0605 - Level 2 Hospital Clinic Visits,3,193.91721876,64.63907292
AL, Montgomery,0606 - Level 3 Hospital Clinic Visits,3,256.80686254,85.60228751333334
AL, Montgomery,0607 - Level 4 Hospital Clinic Visits,3,335.53197650000004,111.84399216666668
AL, Montgomery,0608 - Level 5 Hospital Clinic Visits,3,450.0754079999999,150.02513599999997
AL, Montgomery,0633 - Level 3 Examinations & Related Services,1,272.795,272.795
AL, Montgomery,0634 - Hospital Clinic Visits,3,227.48775446000002,75.82925148666668
AL, Montgomery,0690 - Level I Electronic Analysis of Devices,1,29.37,29.37
AL, Pensacola,0013 - Level II Debridement & Destruction,3,169.71231972,56.57077324
AL, Pensacola,0015 - Level III Debridement & Destruction,2,199.76302461,99.881512305
AL, Pensacola,0019 - Level I Excision/ Biopsy,4,1056.1568512000001,264.03921280000003
AL, Pensacola,0020 - Level II Excision/ Biopsy,4,1968.4162034,492.10405085
AL, Pensacola,0078 - Level III Pulmonary Treatment,8,686.38967886,85.7987098575
AL, Pensacola,0096 - Level II Noninvasive Physiologic Studies,3,264.84486666,88.28162221999999
AL, Pensacola,0207 - Level III Nerve Injections,8,3702.7743017999996,462.84678772499996
AL, Pensacola,"0209 - Level II Extended EEG, Sleep, and Cardiovascular Studies",8,5187.4379594,648.429744925
AL, Pensacola,0265 - Level I Diagnostic and Screening Ultrasound,12,693.81947013,57.8182891775
AL, Pensacola,0267 - Level III Diagnostic and Screening Ultrasound,12,1602.7984241,133.56653534166665
AL, Pensacola,0269 - Level II Echocardiogram Without Contrast,11,3650.0592339000004,331.82356671818184
AL, Pensacola,0270 - Level III Echocardiogram Without Contrast,3,1395.5450474999998,465.1816824999999
AL, Pensacola,0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,11,3020.8170870000004,274.6197351818182
AL, Pensacola,0368 - Level II Pulmonary Tests,7,399.59722773,57.08531824714286
AL, Pensacola,0377 - Level II Cardiac Imaging,7,4680.7096489,668.6728069857143
AL, Pensacola,0604 - Level 1 Hospital Clinic Visits,3,135.4903859,45.16346196666667
AL, Pensacola,0605 - Level 2 Hospital Clinic Visits,1,58.00973684,58.00973684
AL, Pensacola,0606 - Level 3 Hospital Clinic Visits,1,76.65523256,76.65523256
AL, Pensacola,0607 - Level 4 Hospital Clinic Visits,1,102.3281081,102.3281081
AL, Pensacola,0634 - Hospital Clinic Visits,2,155.86022200000002,77.93011100000001
AL, Pensacola,0690 - Level I Electronic Analysis of Devices,1,29.37,29.37
AL, Pensacola,0692 - Level II Electronic Analysis of Devices,3,274.45545455,91.48515151666668
AL, Rome,0078 - Level III Pulmonary Treatment,4,412.60406451,103.1510161275
AL, Rome,0096 - Level II Noninvasive Physiologic Studies,4,432.8403,108.210075
AL, Rome,0207 - Level III Nerve Injections,2,1154.0663595,577.03317975
AL, Rome,"0209 - Level II Extended EEG, Sleep, and Cardiovascular Studies",3,2238.0686335,746.0228778333334
AL, Rome,0265 - Level I Diagnostic and Screening Ultrasound,4,260.64696969,65.1617424225
AL, Rome,0267 - Level III Diagnostic and Screening Ultrasound,4,615.4897672000001,153.87244180000002
AL, Rome,0269 - Level II Echocardiogram Without Contrast,4,1521.5283226,380.38208065
AL, Rome,0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,4,1242.5456633,310.636415825
AL, Tupelo,0078 - Level III Pulmonary Treatment,2,172.18760168,86.09380084
AL, Tupelo,0267 - Level III Diagnostic and Screening Ultrasound,4,563.4674959,140.866873975
AL, Tupelo,0269 - Level II Echocardiogram Without Contrast,4,1393.249478,348.3123695
AL, Tupelo,0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,4,1132.7607277000002,283.19018192500005
AL, Tupelo,0368 - Level II Pulmonary Tests,3,158.46684211000002,52.82228070333334
AL, Tupelo,0377 - Level II Cardiac Imaging,1,643.0,643.0
AL, Tupelo,0634 - Hospital Clinic Visits,1,81.73,81.73
AL, Tuscaloosa,0013 - Level II Debridement & Destruction,4,188.70059837999997,47.17514959499999
AL, Tuscaloosa,0015 - Level III Debridement & Destruction,4,388.76029014,97.190072535
AL, Tuscaloosa,0019 - Level I Excision/ Biopsy,4,1060.6764647,265.169116175
AL, Tuscaloosa,0020 - Level II Excision/ Biopsy,6,3110.6417667000005,518.4402944500001
AL, Tuscaloosa,0074 - Level IV Endoscopy Upper Airway,1,1389.299333,1389.299333
AL, Tuscaloosa,0078 - Level III Pulmonary Treatment,5,449.2933533,89.85867066
AL, Tuscaloosa,0096 - Level II Noninvasive Physiologic Studies,7,683.8646103899999,97.69494434142857
AL, Tuscaloosa,0203 - Level IV Nerve Injections,2,2150.3815507,1075.19077535
AL, Tuscaloosa,0204 - Level I Nerve Injections,5,813.5676553999999,162.71353108
AL, Tuscaloosa,0206 - Level II Nerve Injections,4,923.0142453,230.753561325
AL, Tuscaloosa,0207 - Level III Nerve Injections,5,2364.8867655,472.97735309999996
AL, Tuscaloosa,"0209 - Level II Extended EEG, Sleep, and Cardiovascular Studies",4,2904.9553362,726.23883405
AL, Tuscaloosa,0265 - Level I Diagnostic and Screening Ultrasound,13,816.5289345599999,62.80991804307692
AL, Tuscaloosa,0267 - Level III Diagnostic and Screening Ultrasound,25,3697.0187946,147.880751784
AL, Tuscaloosa,0269 - Level II Echocardiogram Without Contrast,21,7663.350017300001,364.92142939523814
AL, Tuscaloosa,0270 - Level III Echocardiogram Without Contrast,1,539.56,539.56
AL, Tuscaloosa,0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,13,4168.6103457,320.6623342846154
AL, Tuscaloosa,0368 - Level II Pulmonary Tests,9,531.39363925,59.043737694444445
AL, Tuscaloosa,0377 - Level II Cardiac Imaging,4,2970.5715162999995,742.6428790749999
AL, Tuscaloosa,0604 - Level 1 Hospital Clinic Visits,6,299.28198904,49.880331506666664
AL, Tuscaloosa,0605 - Level 2 Hospital Clinic Visits,6,409.84024339,68.30670723166666
AL, Tuscaloosa,0606 - Level 3 Hospital Clinic Visits,3,270.23006855,90.07668951666666
AL, Tuscaloosa,0607 - Level 4 Hospital Clinic Visits,3,358.7197101,119.5732367
AL, Tuscaloosa,0608 - Level 5 Hospital Clinic Visits,2,320.09000000000003,160.04500000000002
AL, Tuscaloosa,0634 - Hospital Clinic Visits,2,168.4994997,84.24974985
AR, Fort Smith,0012 - Level I Debridement & Destruction,4,81.46207193000001,20.365517982500002
AR, Fort Smith,0013 - Level II Debridement & Destruction,11,615.42135122,55.94739556545455
AR, Fort Smith,0015 - Level III Debridement & Destruction,14,1279.9767388,91.42690991428572
AR, Fort Smith,0019 - Level I Excision/ Biopsy,4,1012.1539644,253.0384911
AR, Fort Smith,0020 - Level II Excision/ Biopsy,7,3544.7410781000003,506.39158258571433
AR, Fort Smith,0073 - Level III Endoscopy Upper Airway,1,989.4578571000001,989.4578571000001
AR, Fort Smith,0074 - Level IV Endoscopy Upper Airway,3,3726.7593730000003,1242.2531243333335
AR, Fort Smith,0078 - Level III Pulmonary Treatment,9,811.5236201100001,90.16929112333335
AR, Fort Smith,0096 - Level II Noninvasive Physiologic Studies,9,857.76111876,95.30679097333334
AR, Fort Smith,0203 - Level IV Nerve Injections,2,2342.479615,1171.2398075
AR, Fort Smith,0204 - Level I Nerve Injections,7,1105.3615994000002,157.90879991428574
AR, Fort Smith,0206 - Level II Nerve Injections,5,1235.758641,247.15172819999998
AR, Fort Smith,0207 - Level III Nerve Injections,11,5087.2918159,462.4810741727273
AR, Fort Smith,"0209 - Level II Extended EEG, Sleep, and Cardiovascular Studies",10,6788.7809265,678.87809265
AR, Fort Smith,0265 - Level I Diagnostic and Screening Ultrasound,14,832.4859862999999,59.46328473571428
AR, Fort Smith,0267 - Level III Diagnostic and Screening Ultrasound,16,2224.6702532000004,139.04189082500002
AR, Fort Smith,0269 - Level II Echocardiogram Without Contrast,16,5538.671238700001,346.16695241875004
AR, Fort Smith,0270 - Level III Echocardiogram Without Contrast,5,2472.0578431,494.41156861999997
AR, Fort Smith,0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,14,4011.9865767,286.57046976428575
AR, Fort Smith,0368 - Level II Pulmonary Tests,9,481.65917724,53.51768636
AR, Fort Smith,0369 - Level III Pulmonary Tests,1,179.13,179.13
AR, Fort Smith,0377 - Level II Cardiac Imaging,15,10459.754784800001,697.3169856533334
AR, Fort Smith,0604 - Level 1 Hospital Clinic Visits,12,566.5178279400001,47.209818995000006
AR, Fort Smith,0605 - Level 2 Hospital Clinic Visits,11,688.47440945,62.58858267727273
AR, Fort Smith,0606 - Level 3 Hospital Clinic Visits,7,582.12333106,83.16047586571429
AR, Fort Smith,0607 - Level 4 Hospital Clinic Visits,6,663.8001772,110.63336286666667
AR, Fort Smith,0608 - Level 5 Hospital Clinic Visits,1,145.74,145.74
AR, Fort Smith,0631 - Level 1 Examinations & Related Services,1,63.5,63.5
AR, Fort Smith,0634 - Hospital Clinic Visits,3,237.31172083,79.10390694333334
AR, Fort Smith,0690 - Level I Electronic Analysis of Devices,5,150.35941968999998,30.071883937999996
AR, Fort Smith,0692 - Level II Electronic Analysis of Devices,1,96.8975,96.8975
AR, Jonesboro,0012 - Level I Debridement & Destruction,1,12.64666667,12.64666667
AR, Jonesboro,0013 - Level II Debridement & Destruction,10,582.32842265,58.232842265
AR, Jonesboro,0015 - Level III Debridement & Destruction,11,1098.37625965,99.8523872409091
AR, Jonesboro,0020 - Level II Excision/ Biopsy,6,3258.8578333,543.1429722166666
AR, Jonesboro,0078 - Level III Pulmonary Treatment,11,991.7261161199999,90.15691964727272
AR, Jonesboro,0096 - Level II Noninvasive Physiologic Studies,7,724.3291944299999,103.4755992042857
AR, Jonesboro,0203 - Level IV Nerve Injections,4,3548.7060923,887.176523075
AR, Jonesboro,0204 - Level I Nerve Injections,7,1142.3007527,163.1858218142857
AR, Jonesboro,0206 - Level II Nerve Injections,5,1320.9924643,264.19849286
AR, Jonesboro,0207 - Level III Nerve Injections,7,3538.7392728,505.53418182857143
AR, Jonesboro,"0209 - Level II Extended EEG, Sleep, and Cardiovascular Studies",9,6367.1655531999995,707.4628392444444
AR, Jonesboro,0265 - Level I Diagnostic and Screening Ultrasound,9,575.54525751,63.949473056666676
AR, Jonesboro,0267 - Level III Diagnostic and Screening Ultrasound,16,2303.8633897,143.99146185625
AR, Jonesboro,0269 - Level II Echocardiogram Without Contrast,16,5692.043985200001,355.75274907500005
AR, Jonesboro,0270 - Level III Echocardiogram Without Contrast,8,4138.1447149,517.2680893625
AR, Jonesboro,0336 - Magnetic Resonance Imaging and Magnetic Resonance Angiography without Contrast,15,4456.0452787,297.06968524666667
AR, Jonesboro,0368 - Level II Pulmonary Tests,3,183.8868132,61.2956044
AR, Jonesboro,0377 - Level II Cardiac Imaging,12,8550.557790199999,712.5464825166665
AR, Jonesboro,0604 - Level 1 Hospital Clinic Visits,4,209.18657819,52.2966445475
AR, Jonesboro,0605 - Level 2 Hospital Clinic Visits,8,520.6493284500001,65.08116605625001
AR, Jonesboro,0606 - Level 3 Hospital Clinic Visits,7,601.95618588,85.99374084
AR, Jonesboro,0607 - Level 4 Hospital Clinic Visits,5,576.4926344,115.29852688000001
AR, Jonesboro,0608 - Level 5 Hospital Clinic Visits,3,481.14818180000003,160.38272726666668
AR, Jonesboro,0634 - Hospital Clinic Visits,3,246.84509964,82.28169988
AR, Little Rock,0012 - Level I Debridement & Destruction,10,199.17959041,19.917959041
AR, Little Rock,0013 - Level II Debridement & Destruction,64,3735.6196963699995,58.36905775578124
AR, Little Rock,0015 - Level III Debridement & Destruction,62,6189.080164409998,99.8238736195161
AR, Little Rock,0019 - Level I Excision/ Biopsy,19,5461.275692600002,287.43556276842116
AR, Little Rock,0020 - Level II Excision/ Biopsy,53,28668.556961599992,540.9161690867923
AR, Little Rock,0073 - Level III Endoscopy Upper Airway,4,1877.1069186000002,469.27672965000005
AR, Little Rock,0074 - Level IV Endoscopy Upper Airway,9,12757.927065,1417.5474516666666
AR, Little Rock,0078 - Level III Pulmonary Treatment,68,6464.816742709999,95.07083445161763
AR, Little Rock,0096 - Level II Noninvasive Physiologic Studies,48,4957.53089537,103.28189365354166
AR, Little Rock,0203 - Level IV Nerve Injections,5,5323.1711966,1064.63423932
AR, Little Rock,0204 - Level I Nerve Injections,51,8561.9045085,167.88048055882354
AR, Little Rock,0206 - Level II Nerve Injections,19,5008.023322500001,263.5801748684211
AR, Little Rock,0207 - Level III Nerve Injections,58,29417.58901200001,507.19981055172434
AR, Little Rock,"0209 - Level II Extended EEG, Sleep, and Cardiovascular Studies",52,36406.0473244,700.1162947
AR, Little Rock,0231 - Level III Eye Tests & Treatments,1,157.1494595,157.1494595
