provider_state,city,avg_charges,apc_total_count,cost_per_treatment,latitude,longitude,name,type
CA,Orange County,1821878.73,932,1954.805504,36.778261,-119.417932,California,outpatients
CA,Palm Springs/Rancho M,285380.1713,166,1719.157658,36.778261,-119.417932,California,outpatients
CA,Phoenix,20569.41179,13,1582.262446,36.778261,-119.417932,California,outpatients
CA,Redding,614368.4817,258,2381.273185,36.778261,-119.417932,California,outpatients
CA,Sacramento,2072768.338,923,2245.686173,36.778261,-119.417932,California,outpatients
CA,Salinas,338619.1618,199,1701.603828,36.778261,-119.417932,California,outpatients
CA,San Bernardino,1460046.844,638,2288.474677,36.778261,-119.417932,California,outpatients
CA,San Diego,2008728.814,1040,1931.470013,36.778261,-119.417932,California,outpatients
CA,San Francisco,1453525.028,678,2143.842224,36.778261,-119.417932,California,outpatients
CA,San Jose,1059191.532,402,2634.804807,36.778261,-119.417932,California,outpatients
CA,San Luis Obispo,325731.7152,125,2605.853722,36.778261,-119.417932,California,outpatients
CA,San Mateo County,846695.716,330,2565.744594,36.778261,-119.417932,California,outpatients
CA,Santa Barbara,240353.0216,176,1365.642168,36.778261,-119.417932,California,outpatients
CA,Santa Cruz,336406.862,99,3398.049111,36.778261,-119.417932,California,outpatients
CA,Santa Rosa,489310.2057,204,2398.57944,36.778261,-119.417932,California,outpatients
CA,Stockton,623077.781,203,3069.348675,36.778261,-119.417932,California,outpatients
CA,Ventura,779350.1875,300,2597.833958,36.778261,-119.417932,California,outpatients
CO,Albuquerque,111111.7705,59,1883.250348,39.550051,-105.782067,Colorado,outpatients
CO,Boulder,406887.97,189,2152.846402,39.550051,-105.782067,Colorado,outpatients
CO,Colorado Springs,410959.6901,291,1412.232612,39.550051,-105.782067,Colorado,outpatients
CO,Denver,2076286.579,1068,1944.088557,39.550051,-105.782067,Colorado,outpatients
CO,Fort Collins,116463.4557,78,1493.121227,39.550051,-105.782067,Colorado,outpatients
CO,Grand Junction,372780.2562,265,1406.717948,39.550051,-105.782067,Colorado,outpatients
CO,Greeley,430573.3392,293,1469.533581,39.550051,-105.782067,Colorado,outpatients
CO,Pueblo,222688.9354,135,1649.54767,39.550051,-105.782067,Colorado,outpatients
CT,Bridgeport,611370.9517,347,1761.875941,41.603221,-73.087749,Connecticut,outpatients
CT,Hartford,1315820.894,974,1350.945477,41.603221,-73.087749,Connecticut,outpatients
CT,New Haven,1158884.985,683,1696.756933,41.603221,-73.087749,Connecticut,outpatients
DC,Washington,742526.8589,484,1534.146403,38.905985,-77.033418,District of Columbia,outpatients
DE,Salisbury,142893.9904,146,978.7259615,38.910832,-75.52767,Delaware,outpatients
DE,Wilmington,212237.1352,171,1241.152838,38.910832,-75.52767,Delaware,outpatients
FL,Bradenton,300713.9395,129,2331.11581,27.664827,-81.515754,Florida,outpatients
FL,Clearwater,579101.955,310,1868.070823,27.664827,-81.515754,Florida,outpatients
FL,Dothan,52592.56437,45,1168.723653,27.664827,-81.515754,Florida,outpatients
FL,Fort Lauderdale,2720185.331,1241,2191.930162,27.664827,-81.515754,Florida,outpatients
FL,Fort Myers,1145902.777,525,2182.671957,27.664827,-81.515754,Florida,outpatients
FL,Gainesville,600384.7279,247,2430.7074,27.664827,-81.515754,Florida,outpatients
FL,Hudson,810155.5639,212,3821.488509,27.664827,-81.515754,Florida,outpatients
FL,Jacksonville,1603575.853,629,2549.405172,27.664827,-81.515754,Florida,outpatients
FL,Lakeland,337552.7028,136,2482.005168,27.664827,-81.515754,Florida,outpatients
FL,Miami,2649085.337,1026,2581.954519,27.664827,-81.515754,Florida,outpatients
FL,Ocala,480333.25,241,1993.084025,27.664827,-81.515754,Florida,outpatients
FL,Orlando,3486366.324,1558,2237.719078,27.664827,-81.515754,Florida,outpatients
FL,Ormond Beach,388572.2442,298,1303.933705,27.664827,-81.515754,Florida,outpatients
FL,Panama City,278311.1298,128,2174.305701,27.664827,-81.515754,Florida,outpatients
FL,Pensacola,1691673.21,569,2973.063638,27.664827,-81.515754,Florida,outpatients
FL,Sarasota,700469.598,303,2311.780852,27.664827,-81.515754,Florida,outpatients
FL,St. Petersburg,573202.1329,275,2084.371393,27.664827,-81.515754,Florida,outpatients
FL,Tallahassee,237615.7793,143,1661.648806,27.664827,-81.515754,Florida,outpatients
FL,Tampa,1457728.897,528,2760.850184,27.664827,-81.515754,Florida,outpatients
GA,Albany,180834.0265,119,1519.613668,32.157435,-82.907123,Georgia,outpatients
GA,Atlanta,4856106.756,2623,1851.355988,32.157435,-82.907123,Georgia,outpatients
GA,Augusta,619221.8439,420,1474.337724,32.157435,-82.907123,Georgia,outpatients
GA,Chattanooga,62209.60178,52,1196.338496,32.157435,-82.907123,Georgia,outpatients
GA,Columbus,229895.8808,185,1242.680437,32.157435,-82.907123,Georgia,outpatients
GA,Dothan,17167.72068,21,817.5105085,32.157435,-82.907123,Georgia,outpatients
GA,Jacksonville,257619.96,205,1256.682732,32.157435,-82.907123,Georgia,outpatients
GA,Macon,924478.9865,616,1500.777575,32.157435,-82.907123,Georgia,outpatients
GA,Rome,316454.0746,183,1729.257238,32.157435,-82.907123,Georgia,outpatients
GA,Savannah,648468.4386,385,1684.333607,32.157435,-82.907123,Georgia,outpatients
GA,Tallahassee,429654.1871,372,1154.984374,32.157435,-82.907123,Georgia,outpatients
HI,Honolulu,562524.503,457,1230.907009,19.898682,-155.665857,Hawaii,outpatients
IA,Cedar Rapids,279973.5316,177,1581.771365,41.878003,-93.097702,Iowa,outpatients
IA,Davenport,292519.2435,274,1067.58848,41.878003,-93.097702,Iowa,outpatients
IA,Des Moines,796266.6873,613,1298.966863,41.878003,-93.097702,Iowa,outpatients
IA,Dubuque,140401.2024,126,1114.295257,41.878003,-93.097702,Iowa,outpatients
IA,Iowa City,474093.2735,410,1156.325057,41.878003,-93.097702,Iowa,outpatients
IA,Mason City,79834.18823,84,950.4070028,41.878003,-93.097702,Iowa,outpatients
IA,Omaha,190681.4081,116,1643.805242,41.878003,-93.097702,Iowa,outpatients
IA,Sioux City,125153.1772,119,1051.707372,41.878003,-93.097702,Iowa,outpatients
IA,Sioux Falls,123276.1544,120,1027.301287,41.878003,-93.097702,Iowa,outpatients
IA,Waterloo,262315.6214,206,1273.376803,41.878003,-93.097702,Iowa,outpatients
ID,Boise,368461.8009,392,939.9535738,44.068202,-114.742041,Idaho,outpatients
ID,Idaho Falls,129619.5269,169,766.9794489,44.068202,-114.742041,Idaho,outpatients
ID,Salt Lake City,63404.75464,62,1022.657333,44.068202,-114.742041,Idaho,outpatients
ID,Spokane,144173.1737,174,828.5814583,44.068202,-114.742041,Idaho,outpatients
IL,Aurora,314249.8537,127,2474.408297,40.633125,-89.398528,Illinois,outpatients
IL,Bloomington,270341.0851,191,1415.398351,40.633125,-89.398528,Illinois,outpatients
IL,Blue Island,972160.4488,533,1823.940805,40.633125,-89.398528,Illinois,outpatients
IL,Chicago,2514498.593,1533,1640.246962,40.633125,-89.398528,Illinois,outpatients
IL,Davenport,155950.1003,141,1106.02908,40.633125,-89.398528,Illinois,outpatients
IL,Elgin,573524.322,322,1781.131435,40.633125,-89.398528,Illinois,outpatients
IL,Evanston,810851.1732,476,1703.468851,40.633125,-89.398528,Illinois,outpatients
IL,Evansville,133434.9691,87,1533.735277,40.633125,-89.398528,Illinois,outpatients
IL,Hinsdale,544319.8874,277,1965.053745,40.633125,-89.398528,Illinois,outpatients
IL,Joliet,659796.9023,349,1890.535537,40.633125,-89.398528,Illinois,outpatients
IL,Melrose Park,1494633.926,810,1845.227069,40.633125,-89.398528,Illinois,outpatients
IL,Milwaukee,383251.308,163,2351.235019,40.633125,-89.398528,Illinois,outpatients
IL,Paducah,169759.9134,51,3328.625754,40.633125,-89.398528,Illinois,outpatients
IL,Peoria,1217824.125,694,1754.789806,40.633125,-89.398528,Illinois,outpatients
IL,Rockford,922454.8585,586,1574.155049,40.633125,-89.398528,Illinois,outpatients
IL,Springfield,1065203.607,635,1677.485996,40.633125,-89.398528,Illinois,outpatients
IL,St. Louis,1475571.66,803,1837.573674,40.633125,-89.398528,Illinois,outpatients
IL,Urbana,437047.3273,297,1471.539823,40.633125,-89.398528,Illinois,outpatients
IN,Cincinnati,69973.21592,60,1166.220265,40.551217,-85.602364,Indiana,outpatients
IN,Evansville,598041.0602,376,1590.534735,40.551217,-85.602364,Indiana,outpatients
IN,Fort Wayne,914139.4684,504,1813.768787,40.551217,-85.602364,Indiana,outpatients
IN,Gary,707905.2671,432,1638.6696,40.551217,-85.602364,Indiana,outpatients
IN,Indianapolis,3426677.103,2221,1542.853266,40.551217,-85.602364,Indiana,outpatients
IN,Lafayette,324684.8909,151,2150.231066,40.551217,-85.602364,Indiana,outpatients
IN,Louisville,350581.0089,262,1338.095454,40.551217,-85.602364,Indiana,outpatients
IN,Muncie,113765.8022,66,1723.724276,40.551217,-85.602364,Indiana,outpatients
IN,Munster,518956.2446,299,1735.639614,40.551217,-85.602364,Indiana,outpatients
IN,South Bend,570728.5226,426,1339.738316,40.551217,-85.602364,Indiana,outpatients
IN,Terre Haute,304127.0886,134,2269.605139,40.551217,-85.602364,Indiana,outpatients
KS,Amarillo,15601.33678,31,503.2689283,39.011902,-98.484246,Kansas,outpatients
KS,Joplin,132832.4627,89,1492.499581,39.011902,-98.484246,Kansas,outpatients
KS,Kansas City,1359429.926,748,1817.419687,39.011902,-98.484246,Kansas,outpatients
KS,Topeka,503454.928,394,1277.804386,39.011902,-98.484246,Kansas,outpatients
KS,Tulsa,43455.6745,51,852.0720491,39.011902,-98.484246,Kansas,outpatients
KS,Wichita,1227664.559,917,1338.783598,39.011902,-98.484246,Kansas,outpatients
KY,Covington,207950.177,189,1100.265487,37.839333,-84.270018,Kentucky,outpatients
KY,Evansville,122976.1924,63,1952.003053,37.839333,-84.270018,Kentucky,outpatients
KY,Huntington,452515.3781,211,2144.622645,37.839333,-84.270018,Kentucky,outpatients
KY,Knoxville,77668.97802,79,983.1516205,37.839333,-84.270018,Kentucky,outpatients
KY,Lexington,2303702.257,1384,1664.524752,37.839333,-84.270018,Kentucky,outpatients
KY,Louisville,1528994.312,888,1721.840441,37.839333,-84.270018,Kentucky,outpatients
KY,Nashville,416036.5423,265,1569.949216,37.839333,-84.270018,Kentucky,outpatients
KY,Owensboro,101573.1847,82,1238.697374,37.839333,-84.270018,Kentucky,outpatients
KY,Paducah,593855.3888,343,1731.356819,37.839333,-84.270018,Kentucky,outpatients
LA,Alexandria,494889.6463,245,2019.95774,31.244823,-92.145024,Louisiana,outpatients
LA,Baton Rouge,540947.3378,362,1494.329662,31.244823,-92.145024,Louisiana,outpatients
LA,Houma,244527.3519,134,1824.830985,31.244823,-92.145024,Louisiana,outpatients
LA,Lafayette,729095.3623,479,1522.119754,31.244823,-92.145024,Louisiana,outpatients
LA,Lake Charles,398960.0517,251,1589.482278,31.244823,-92.145024,Louisiana,outpatients
LA,Metairie,599644.7425,332,1806.158863,31.244823,-92.145024,Louisiana,outpatients
LA,Monroe,448918.4475,349,1286.299276,31.244823,-92.145024,Louisiana,outpatients
LA,New Orleans,517467.9163,405,1277.698559,31.244823,-92.145024,Louisiana,outpatients
LA,Shreveport,799141.5446,571,1399.547364,31.244823,-92.145024,Louisiana,outpatients
LA,Slidell,317445.7131,130,2441.890101,31.244823,-92.145024,Louisiana,outpatients
MA,Albany,116151.9753,98,1185.224237,42.407211,-71.382437,Massachusetts,outpatients
MA,Boston,3647785.883,3101,1176.325664,42.407211,-71.382437,Massachusetts,outpatients
MA,Providence,77906.1626,78,998.7969564,42.407211,-71.382437,Massachusetts,outpatients
MA,Springfield,467361.9056,529,883.4818632,42.407211,-71.382437,Massachusetts,outpatients
MA,Worcester,501983.173,447,1123.004861,42.407211,-71.382437,Massachusetts,outpatients
ME,Bangor,347373.8145,452,768.5261382,45.253783,-69.445469,Maine,outpatients
ME,Portland,819801.9628,1018,805.3064468,45.253783,-69.445469,Maine,outpatients
MI,Ann Arbor,855245.4531,653,1309.717386,44.314844,-85.602364,Michigan,outpatients
MI,Dearborn,426232.6844,273,1561.291884,44.314844,-85.602364,Michigan,outpatients
MI,Detroit,1071389.089,968,1106.80691,44.314844,-85.602364,Michigan,outpatients
MI,Flint,406492.8306,287,1416.351326,44.314844,-85.602364,Michigan,outpatients
MI,Grand Rapids,476201.9443,510,933.7293025,44.314844,-85.602364,Michigan,outpatients
MI,Green Bay,83237.47826,73,1140.239428,44.314844,-85.602364,Michigan,outpatients
MI,Kalamazoo,521412.3742,455,1145.961262,44.314844,-85.602364,Michigan,outpatients
MI,Lansing,510022.7891,443,1151.292978,44.314844,-85.602364,Michigan,outpatients
MI,Marquette,149508.0836,157,952.2807873,44.314844,-85.602364,Michigan,outpatients
MI,Muskegon,246444.2399,198,1244.667878,44.314844,-85.602364,Michigan,outpatients
MI,Petoskey,193005.5306,196,984.7220947,44.314844,-85.602364,Michigan,outpatients
MI,Pontiac,292904.514,244,1200.428336,44.314844,-85.602364,Michigan,outpatients
MI,Royal Oak,477084.5019,427,1117.293915,44.314844,-85.602364,Michigan,outpatients
MI,Saginaw,554768.9265,552,1005.016171,44.314844,-85.602364,Michigan,outpatients
MI,St. Joseph,124542.2306,124,1004.372828,44.314844,-85.602364,Michigan,outpatients
MI,Toledo,52375.63908,43,1218.038118,44.314844,-85.602364,Michigan,outpatients
MI,Traverse City,134222.1127,135,994.2378722,44.314844,-85.602364,Michigan,outpatients
MN,Duluth,263678.8307,279,945.0854147,46.729553,-94.6859,Minnesota,outpatients
MN,Fargo/Moorhead MN,187536.8444,213,880.4546687,46.729553,-94.6859,Minnesota,outpatients
MN,La Crosse,52750.36053,66,799.2478868,46.729553,-94.6859,Minnesota,outpatients
MN,Minneapolis,1993223.996,1741,1144.873059,46.729553,-94.6859,Minnesota,outpatients
MN,Rochester,470781.902,477,986.9641551,46.729553,-94.6859,Minnesota,outpatients
MN,Sioux Falls,52160.8337,55,948.3787946,46.729553,-94.6859,Minnesota,outpatients
MN,St. Cloud,107905.3611,89,1212.419788,46.729553,-94.6859,Minnesota,outpatients
MN,St. Paul,631235.2304,425,1485.259366,46.729553,-94.6859,Minnesota,outpatients
MO,Cape Girardeau,506653.6082,295,1717.469858,37.964253,-91.831833,Missouri,outpatients
MO,Columbia,927933.7959,741,1252.272329,37.964253,-91.831833,Missouri,outpatients
MO,Jonesboro,132070.8304,47,2810.017669,37.964253,-91.831833,Missouri,outpatients
MO,Joplin,248849.9384,185,1345.134802,37.964253,-91.831833,Missouri,outpatients
MO,Kansas City,1843828.13,1263,1459.879755,37.964253,-91.831833,Missouri,outpatients
MO,Springfield,754620.4448,583,1294.374691,37.964253,-91.831833,Missouri,outpatients
MO,St. Louis,2487435.303,1554,1600.666218,37.964253,-91.831833,Missouri,outpatients
MS,Birmingham,36444.80024,39,934.4820574,32.354668,-89.398528,Mississippi,outpatients
MS,Gulfport,455674.0122,195,2336.789806,32.354668,-89.398528,Mississippi,outpatients
MS,Hattiesburg,326157.8477,210,1553.132608,32.354668,-89.398528,Mississippi,outpatients
MS,Jackson,1498745.627,830,1805.717623,32.354668,-89.398528,Mississippi,outpatients
MS,Memphis,456063.7723,298,1530.415343,32.354668,-89.398528,Mississippi,outpatients
MS,Meridian,184849.7795,155,1192.579223,32.354668,-89.398528,Mississippi,outpatients
MS,Mobile,184694.5546,107,1726.117333,32.354668,-89.398528,Mississippi,outpatients
MS,Oxford,238309.1709,173,1377.509659,32.354668,-89.398528,Mississippi,outpatients
MS,Slidell,89639.08526,67,1337.896795,32.354668,-89.398528,Mississippi,outpatients
MS,Tupelo,534253.1336,351,1522.0887,32.354668,-89.398528,Mississippi,outpatients
MT,Billings,237097.123,341,695.2994808,46.879682,-110.362566,Montana,outpatients
MT,Great Falls,119116.1863,143,832.9803234,46.879682,-110.362566,Montana,outpatients
MT,Missoula,249556.6467,282,884.952648,46.879682,-110.362566,Montana,outpatients
NC,Asheville,493889.3616,523,944.3391235,35.759573,-79.0193,North Carolina,outpatients
NC,Atlanta,43389.07988,41,1058.270241,35.759573,-79.0193,North Carolina,outpatients
NC,Charlotte,1823896.943,1187,1536.560188,35.759573,-79.0193,North Carolina,outpatients
NC,Durham,1042206.046,755,1380.405359,35.759573,-79.0193,North Carolina,outpatients
NC,Greensboro,231232.0628,214,1080.523658,35.759573,-79.0193,North Carolina,outpatients
NC,Greenville,789511.9284,517,1527.102376,35.759573,-79.0193,North Carolina,outpatients
NC,Hickory,328512.9128,263,1249.098528,35.759573,-79.0193,North Carolina,outpatients
NC,Johnson City,65601.37311,69,950.7445379,35.759573,-79.0193,North Carolina,outpatients
NC,Norfolk,49550.75199,57,869.3114384,35.759573,-79.0193,North Carolina,outpatients
NC,Raleigh,1253737.323,827,1516.006436,35.759573,-79.0193,North Carolina,outpatients
NC,Wilmington,287322.7298,181,1587.418397,35.759573,-79.0193,North Carolina,outpatients
NC,Winston-Salem,751721.9021,676,1112.014648,35.759573,-79.0193,North Carolina,outpatients
ND,Bismarck,113439.1193,178,637.2984231,47.551493,-101.002012,North Dakota,outpatients
ND,Fargo/Moorhead MN,168933.0667,206,820.0634305,47.551493,-101.002012,North Dakota,outpatients
ND,Grand Forks,77617.87722,93,834.6008304,47.551493,-101.002012,North Dakota,outpatients
ND,Minot,71558.14107,87,822.5073686,47.551493,-101.002012,North Dakota,outpatients
NE,Denver,120512.3046,68,1772.239774,41.492537,-99.901813,Nebraska,outpatients
NE,Lincoln,459540.4882,323,1422.72597,41.492537,-99.901813,Nebraska,outpatients
NE,Omaha,1321327.123,822,1607.45392,41.492537,-99.901813,Nebraska,outpatients
NH,Lebanon,233151.0301,203,1148.527242,43.193852,-71.572395,New Hampshire,outpatients
NH,Manchester,903249.7757,680,1328.308494,43.193852,-71.572395,New Hampshire,outpatients
NH,Portland,196538.8437,141,1393.892509,43.193852,-71.572395,New Hampshire,outpatients
NJ,Allentown,291463.7644,68,4286.231829,40.058324,-74.405661,New Jersey,outpatients
NJ,Camden,2912469.035,1356,2147.838522,40.058324,-74.405661,New Jersey,outpatients
NJ,Hackensack,1077360.861,486,2216.791894,40.058324,-74.405661,New Jersey,outpatients
NJ,Morristown,770587.4097,387,1991.181937,40.058324,-74.405661,New Jersey,outpatients
NJ,New Brunswick,993704.1919,405,2453.590597,40.058324,-74.405661,New Jersey,outpatients
NJ,Newark,1501546.852,664,2261.365742,40.058324,-74.405661,New Jersey,outpatients
NJ,Paterson,215239.2803,159,1353.706165,40.058324,-74.405661,New Jersey,outpatients
NJ,Philadelphia,1278917.213,388,3296.178385,40.058324,-74.405661,New Jersey,outpatients
NJ,Ridgewood,138241.2538,87,1588.979929,40.058324,-74.405661,New Jersey,outpatients
NJ,Wilmington,199283.8812,51,3907.527083,40.058324,-74.405661,New Jersey,outpatients
NM,Albuquerque,975105.6542,679,1436.090801,34.97273,-105.032363,New Mexico,outpatients
NM,El Paso,280609.5271,182,1541.810589,34.97273,-105.032363,New Mexico,outpatients
NM,Lubbock,254394.5192,156,1630.734097,34.97273,-105.032363,New Mexico,outpatients
NV,Las Vegas,1565092.964,533,2936.384548,38.80261,-116.419389,Nevada,outpatients
NV,Reno,592074.1629,335,1767.385561,38.80261,-116.419389,Nevada,outpatients
NV,Salt Lake City,79416.55592,39,2036.321947,38.80261,-116.419389,Nevada,outpatients
NY,Albany,1385060.593,1222,1133.437474,43.299428,-74.217933,New York,outpatients
NY,Binghamton,240255.1669,279,861.1296305,43.299428,-74.217933,New York,outpatients
NY,Bronx,375741.7432,290,1295.661183,43.299428,-74.217933,New York,outpatients
NY,Buffalo,471109.5366,746,631.5141241,43.299428,-74.217933,New York,outpatients
NY,Burlington,279355.6712,282,990.6229475,43.299428,-74.217933,New York,outpatients
NY,East Long Island,2681087.009,1497,1790.973286,43.299428,-74.217933,New York,outpatients
NY,Elmira,213525.4612,229,932.4255945,43.299428,-74.217933,New York,outpatients
NY,Erie,49433.73401,76,650.4438685,43.299428,-74.217933,New York,outpatients
NY,Hackensack,151075.1225,70,2158.216036,43.299428,-74.217933,New York,outpatients
NY,Manhattan,1967187.959,1339,1469.147094,43.299428,-74.217933,New York,outpatients
NY,Morristown,129746.4827,50,2594.929655,43.299428,-74.217933,New York,outpatients
NY,New Haven,112611.4938,63,1787.484029,43.299428,-74.217933,New York,outpatients
NY,Ridgewood,367424.6035,107,3433.874799,43.299428,-74.217933,New York,outpatients
NY,Rochester,590749.628,782,755.4343069,43.299428,-74.217933,New York,outpatients
NY,Sayre,89399.70618,53,1686.786909,43.299428,-74.217933,New York,outpatients
NY,Syracuse,683317.5612,680,1004.878766,43.299428,-74.217933,New York,outpatients
NY,White Plains,1058292.605,599,1766.765617,43.299428,-74.217933,New York,outpatients
OH,Akron,888669.2381,450,1974.820529,40.417287,-82.907123,Ohio,outpatients
OH,Canton,416438.1901,462,901.3813639,40.417287,-82.907123,Ohio,outpatients
OH,Cincinnati,1580491.351,982,1609.46166,40.417287,-82.907123,Ohio,outpatients
OH,Cleveland,2469092.918,1644,1501.881337,40.417287,-82.907123,Ohio,outpatients
OH,Columbus,2113275.902,1754,1204.832327,40.417287,-82.907123,Ohio,outpatients
OH,Dayton,1089122.642,717,1518.999501,40.417287,-82.907123,Ohio,outpatients
OH,Elyria,210347.0483,154,1365.889924,40.417287,-82.907123,Ohio,outpatients
OH,Fort Wayne,136031.9504,105,1295.542384,40.417287,-82.907123,Ohio,outpatients
OH,Huntington,13484.37298,5,2696.874596,40.417287,-82.907123,Ohio,outpatients
OH,Kettering,482267.8932,244,1976.507759,40.417287,-82.907123,Ohio,outpatients
OH,Pittsburgh,203129.2902,187,1086.252889,40.417287,-82.907123,Ohio,outpatients
OH,Toledo,1183612.533,810,1461.25004,40.417287,-82.907123,Ohio,outpatients
OH,Youngstown,615544.9072,398,1546.595244,40.417287,-82.907123,Ohio,outpatients
OK,Amarillo,29856.73033,21,1421.749063,35.007752,-97.092877,Oklahoma,outpatients
OK,Dallas,171011.9987,64,2672.06248,35.007752,-97.092877,Oklahoma,outpatients
OK,Fort Smith,49339.5443,60,822.3257383,35.007752,-97.092877,Oklahoma,outpatients
OK,Joplin,104359.5918,69,1512.457852,35.007752,-97.092877,Oklahoma,outpatients
OK,Lawton,254003.9893,196,1295.938721,35.007752,-97.092877,Oklahoma,outpatients
OK,Oklahoma City,2802021.874,1568,1787.003746,35.007752,-97.092877,Oklahoma,outpatients
OK,Texarkana,18996.35808,31,612.7857445,35.007752,-97.092877,Oklahoma,outpatients
OK,Tulsa,1575269.958,1118,1409.007118,35.007752,-97.092877,Oklahoma,outpatients
OR,Bend,112626.9854,94,1198.159419,43.804133,-120.554201,Oregon,outpatients
OR,Boise,66488.80879,64,1038.887637,43.804133,-120.554201,Oregon,outpatients
OR,Eugene,444209.0455,421,1055.128374,43.804133,-120.554201,Oregon,outpatients
OR,Medford,367870.0716,352,1045.085431,43.804133,-120.554201,Oregon,outpatients
OR,Portland,940610.9687,919,1023.515744,43.804133,-120.554201,Oregon,outpatients
OR,Salem,87831.31383,90,975.903487,43.804133,-120.554201,Oregon,outpatients
PA,Allentown,1766648.289,858,2059.03064,41.203322,-77.194525,Pennsylvania,outpatients
PA,Altoona,242135.0331,300,807.1167771,41.203322,-77.194525,Pennsylvania,outpatients
PA,Danville,944620.9879,476,1984.497874,41.203322,-77.194525,Pennsylvania,outpatients
PA,Erie,779907.3112,699,1115.747226,41.203322,-77.194525,Pennsylvania,outpatients
PA,Harrisburg,884993.6943,641,1380.645389,41.203322,-77.194525,Pennsylvania,outpatients
PA,Johnstown,198086.1835,206,961.5834153,41.203322,-77.194525,Pennsylvania,outpatients
PA,Lancaster,755151.1771,348,2169.974647,41.203322,-77.194525,Pennsylvania,outpatients
PA,Morgantown,39916.27314,48,831.5890238,41.203322,-77.194525,Pennsylvania,outpatients
PA,Philadelphia,5202724.072,1875,2774.786172,41.203322,-77.194525,Pennsylvania,outpatients
PA,Pittsburgh,2226779.214,1982,1123.501117,41.203322,-77.194525,Pennsylvania,outpatients
PA,Reading,503258.8414,318,1582.574973,41.203322,-77.194525,Pennsylvania,outpatients
PA,Sayre,324731.8762,195,1665.291673,41.203322,-77.194525,Pennsylvania,outpatients
PA,Scranton,487543.3195,280,1741.226141,41.203322,-77.194525,Pennsylvania,outpatients
PA,Wilkes-Barre,383401.3625,172,2229.077689,41.203322,-77.194525,Pennsylvania,outpatients
PA,York,239897.5679,203,1181.761418,41.203322,-77.194525,Pennsylvania,outpatients
PA,Youngstown,128578.2358,130,989.0633523,41.203322,-77.194525,Pennsylvania,outpatients
RI,Providence,888999.6204,728,1221.153325,41.580095,-71.477429,Rhode Island,outpatients
SC,Augusta,73410.01228,58,1265.689867,33.836081,-81.163725,South Carolina,outpatients
SC,Charleston,1116976.32,729,1532.203457,33.836081,-81.163725,South Carolina,outpatients
